Genre,Description,original_index,unique_index
"Adventure,Family,Fantasy","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",1000,997
"Comedy,Family,Fantasy","Ella is under a spell to be constantly obedient, a fact she must hide from her new step-family in order to protect the prince of the land, her friend for whom she's falling.",1001,998
"Animation,Adventure,Family","Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",1002,999
"Adventure,Comedy,Family","Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy.",1003,1000
"Action,Adventure,Comedy","Sean Anderson partners with his mom's husband on a mission to find his grandfather, who is thought to be missing on a mythical island.",1004,1001
"Comedy,Family,Fantasy","The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.",1005,1002
"Comedy,Family","With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",1006,1003
"Action,Adventure,Family","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",1007,1004
"Animation,Adventure,Comedy","An alien civilization is invaded by Astronaut Chuck Baker, who believes that the planet was uninhabited. Wanted by the military, Baker must get back to his ship before it goes into orbit without him.",1008,1005
"Action,Comedy,Family","Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau.",1009,1006
"Action,Adventure,Family",A Las Vegas cabbie enlists the help of a UFO expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,1010,1007
"Comedy,Family,Sport",An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.,1011,1008
"Action,Comedy,Drama",Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.,1012,1009
"Action,Adventure,Family","The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",1013,1010
"Animation,Adventure,Comedy",A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,1014,1011
"Action,Sci-Fi","A human-looking indestructible cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.",1015,1012
"Action,Adventure,Fantasy","After the rebels have been brutally overpowered by the Empire on their newly established base, Luke Skywalker takes advanced Jedi training with Master Yoda, while his friends are pursued by Darth Vader as part of his plan to capture Luke.",1016,1013
"Animation,Adventure,Drama",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth-century Virginia.,1017,1014
"Animation,Adventure,Comedy","Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate.",1018,1015
"Action,Horror,Sci-Fi",A team of commandos on a mission in a Central American jungle find themselves hunted by an extra-terrestrial warrior.,1019,1016
"Family,Fantasy","When Santa's sleigh gets stuck in Florida, he tells a group of kids the story of Thumbelina.",1020,1017
"Comedy,Fantasy,Romance","In 1930s New Jersey, a movie character walks off the screen and into the real world.",1021,1018
"Comedy,Drama","An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",1022,1019
"Animation,Family,Drama","The Sultan of Zanzibar has a problem--his harbor is infested with sharks. To solve the problem, he brings in twelve hippos to keep the sharks away, and it works. But once the hippos are no ...",1023,1020
"Comedy,Family","Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law who has a bad case of the bah-humbugs. ...",1024,1021
"Comedy,Crime","When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",1025,1022
"Comedy,Romance",A guy challenges himself to say 'yes' to everything for an entire year.,1026,1023
"Comedy,Drama,Fantasy",A guy who complains about God too often is given almighty powers to teach him how difficult it is to run the world.,1027,1024
Comedy,The cross-country adventures of two good-hearted but incredibly stupid friends.,1028,1025
"Comedy,Romance",All hell breaks loose when the Byrnes family meets the Focker family for the first time.,1029,1026
Comedy,A nice-guy cop with dissociative identity disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,1030,1027
"Action,Comedy,Family",A former professional wrestler is hired to be the bodyguard/nanny for a couple of bratty kids whose inventor father is being stalked by a rival.,1031,1028
"Animation,Comedy,Drama","While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country.",1032,1029
"Animation,Adventure,Family","A family of Emigre mice decide to move out to the west, unaware that they are falling into a trap perpetrated by a smooth talking cat.",1033,1030
"Animation,Adventure,Comedy",A lovable but introverted penguin named Hubie plans to present his betrothal pebble to the bird of his dreams.,1034,1031
"Adventure,Family,Fantasy","On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and so restore order to his world.",1035,1032
"Animation,Adventure,Comedy","Edmund is a boy whose favorite story of Chanticleer, a rooster whose singing makes the sun rise every morning until the Grand Duke of Owls, whose kind despises the bright sun, makes him ...",1036,1033
"Animation,Family,Fantasy","A friendly troll with a magic green thumb grows one flower too many for the queen, whose laws require all trolls to act meanly, be ugly and scare humans whenever possible. As a punishment, ...",1037,1034
